REGION,PSU,PSU_VAR,PSUSTRAT,URBANICITY,STRATUM,PJ,WEIGHT,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERMVIT,MONTH,DAY_WEEK,WKDY_IM,HOUR,HOUR_IM,MINUTE,MINUTENAME,MINUTE_IM,MINUTE_IMNAME,HARM_EV,EVENT1_IM,MAN_COLL,MANCOL_IM,RELJCT1,RELJCT1_IM,RELJCT2,RELJCT2_IM,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,LGTCON_IM,WEATHER,WEATHR_IM,SCH_BUS,INT_HWY,MAX_SEV,MAXSEV_IM,NUM_INJ,NO_INJ_IM,ALCOHOL,ALCHL_IM
3,38,38,14,1,10,573,196.0916225,0,0,2,2,0,2,8,6,6,21,21,30,30,30,30,12,12,6,6,0,0,2,2,2,1,0,2,2,1,1,0,0,0,0,0,0,9,2
3,63,63,16,2,5,4135,32.01211418,0,0,2,2,0,2,8,3,3,7,7,21,21,21,21,12,12,6,6,0,0,2,2,3,1,0,1,1,10,10,0,0,4,4,1,1,9,2
3,63,63,16,2,7,4135,127.1185695,0,0,2,2,0,5,8,5,5,11,11,25,25,25,25,12,12,7,7,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,59,59,10,1,6,4137,49.94650646,0,0,4,4,0,11,8,7,7,11,11,50,50,50,50,12,12,1,1,1,1,18,18,1,1,0,1,1,1,1,0,0,1,1,3,3,2,2
3,59,59,10,1,9,4137,126.308435,0,0,2,1,1,1,8,1,1,17,17,50,50,50,50,14,14,0,0,0,0,1,1,1,7,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,2,4137,21.8057861,1,1,1,1,0,1,8,5,5,6,6,13,13,13,13,8,8,0,0,0,0,1,1,1,1,0,2,2,1,1,0,0,2,2,1,1,2,2
3,59,59,10,1,10,4137,200.1609996,0,0,2,2,0,4,8,3,3,19,19,54,54,54,54,12,12,1,1,0,0,3,3,2,1,0,3,3,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,3,4137,25.17695922,0,0,1,1,0,1,8,2,2,16,16,45,45,45,45,5,5,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,4,8,5,5,7,7,57,57,57,57,12,12,6,6,1,1,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,65,65,13,1,8,4138,118.9982947,0,0,2,2,0,2,8,6,6,18,18,47,47,47,47,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,2,2,1,1,9,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,8,1,1,20,20,5,5,5,5,12,12,6,6,0,0,3,3,2,1,0,3,3,1,1,0,0,0,0,0,0,2,2
3,28,28,11,1,5,4139,23.70379407,0,0,2,2,0,6,8,3,3,14,14,38,38,38,38,12,12,1,1,1,1,20,20,1,1,0,1,1,1,1,0,0,3,3,1,1,2,2
3,28,28,11,1,2,4139,21.65837674,1,1,1,1,0,4,8,1,1,20,20,0,0,0,0,9,9,0,0,0,0,2,2,3,1,0,3,3,1,1,0,0,2,2,1,1,2,2
3,28,28,11,1,10,4139,197.0013724,0,0,2,2,0,2,8,1,1,14,14,20,20,20,20,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,8,6,6,0,0,30,30,30,30,12,12,7,7,1,1,2,2,3,1,0,3,3,1,1,0,0,0,0,0,0,9,2
3,28,28,11,1,6,4139,49.2893234,0,0,2,2,0,2,8,4,4,21,21,32,32,32,32,12,12,1,1,0,0,3,3,2,1,0,3,3,1,1,0,0,1,1,2,2,2,2
3,12,12,12,1,10,4142,196.2245855,0,0,1,1,0,1,8,4,4,0,0,45,45,45,45,30,30,0,0,0,0,1,1,1,4,0,3,3,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,2,4142,21.52474132,1,1,1,1,0,1,8,1,1,17,17,5,5,5,5,9,9,0,0,1,1,3,3,3,1,0,1,1,10,10,0,0,1,1,1,1,2,2
3,12,12,12,1,10,4142,196.2245855,0,0,1,1,0,1,8,2,2,16,16,25,25,25,25,2,2,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,6,4142,49.08168125,0,0,2,2,0,4,8,3,3,18,18,45,45,45,45,12,12,6,6,0,0,8,8,1,1,0,1,1,1,1,0,0,1,1,2,2,2,2
3,12,12,12,1,5,4142,22.86839102,0,0,2,2,0,2,8,2,2,14,14,18,18,18,18,12,12,6,6,0,0,8,8,1,1,0,1,1,1,1,0,0,3,3,1,1,2,2
3,12,12,12,1,9,4142,124.544145,0,0,2,2,0,2,8,7,7,8,8,18,18,18,18,12,12,7,7,1,1,17,17,1,1,0,1,1,1,1,0,1,0,0,0,0,2,2
3,12,12,12,1,8,4142,120.4022914,0,0,1,1,0,1,8,1,1,2,2,16,16,16,16,24,24,0,0,0,0,1,1,1,3,0,2,2,2,2,0,1,2,2,1,1,2,2
3,12,12,12,1,7,4142,133.0304154,0,0,2,2,0,2,8,6,6,3,3,30,30,30,30,12,12,9,9,0,0,1,1,1,1,0,3,3,10,10,0,0,1,1,2,2,9,1
3,12,12,12,1,4,4142,10.4057229,0,0,6,6,0,15,8,6,6,17,17,36,36,36,36,12,12,1,1,1,1,5,5,1,1,0,1,1,1,1,0,1,3,3,14,14,2,2
3,12,12,12,1,6,4142,49.08168125,0,0,3,3,0,6,8,7,7,17,17,35,35,35,35,12,12,1,1,1,1,20,20,1,1,0,1,1,2,2,0,1,1,1,2,2,2,2
3,78,78,10,1,9,4146,124.3462461,0,0,2,2,0,3,8,3,3,17,17,52,52,52,52,12,12,1,1,0,0,3,3,2,1,0,1,1,2,2,0,0,0,0,0,0,2,2
3,78,78,10,1,6,4146,49.14693235,0,0,2,2,0,3,8,1,1,18,18,53,53,53,53,12,12,6,6,0,0,4,4,1,1,0,5,5,2,2,0,0,2,2,1,1,2,2
3,78,78,10,1,9,4146,124.3462461,0,0,2,2,0,2,8,2,2,11,11,28,28,28,28,12,12,6,6,0,0,3,3,3,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,78,78,10,1,2,4146,21.52716871,1,1,1,1,0,3,8,1,1,12,12,39,39,39,39,9,9,0,0,0,0,3,3,3,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,40,40,15,1,4,4147,10.14717301,0,0,1,1,0,2,8,4,4,1,1,15,15,15,15,42,42,0,0,0,0,1,1,1,4,0,3,3,98,1,0,0,3,3,1,1,2,2
3,40,40,15,1,8,4147,119.1797073,0,0,4,4,0,6,8,4,4,12,12,8,8,8,8,12,12,1,1,0,0,1,1,1,1,0,1,1,98,2,0,1,2,2,1,1,2,2
3,40,40,15,1,9,4147,121.7055834,0,0,2,2,0,3,8,5,5,13,13,0,0,0,0,12,12,1,1,0,0,3,3,2,1,0,1,1,98,1,0,0,0,0,0,0,2,2
3,40,40,15,1,5,4147,22.77296608,0,0,2,2,0,2,8,6,6,3,3,36,36,36,36,12,12,6,6,0,0,2,2,2,1,0,3,3,98,1,0,0,3,3,1,1,9,2
3,33,33,11,1,9,1477,124.0877981,0,0,1,1,0,1,8,3,3,2,2,45,45,45,45,41,41,0,0,0,0,8,8,1,4,0,3,3,1,1,0,0,0,0,0,0,1,1
3,33,33,11,1,10,1477,195.1147457,0,0,2,2,0,4,8,3,3,16,16,1,1,1,1,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,10,1484,195.1147457,0,0,2,2,0,2,8,3,3,16,16,9,9,9,9,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,9,1477,124.0877981,0,0,2,2,0,2,8,3,3,16,16,22,22,22,22,12,12,6,6,0,0,1,1,1,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,63,63,16,2,10,4135,188.6456701,0,0,2,2,0,3,8,1,1,20,20,9,9,9,9,12,12,2,2,0,0,2,2,3,1,0,2,2,1,1,0,0,0,0,0,0,9,2
3,65,65,13,1,10,4138,193.1650323,0,0,2,2,0,3,8,7,7,12,12,30,30,30,30,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,65,65,13,1,2,4138,21.35103053,1,1,1,1,0,1,8,2,2,13,13,20,20,20,20,8,8,0,0,0,0,3,3,3,1,0,1,1,1,1,0,0,3,3,1,1,9,2
3,65,65,13,1,9,4138,122.9031454,0,0,2,2,0,3,8,7,7,15,15,45,45,45,45,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,9,2
3,65,65,13,1,6,4138,48.29377476,0,0,2,2,0,10,8,4,4,16,16,23,23,23,23,12,12,6,6,0,0,2,2,3,1,0,1,1,2,2,0,0,2,2,3,4,9,2
3,35,35,13,1,5,4141,22.51241269,0,0,2,2,0,2,8,3,3,12,12,39,39,39,39,12,12,2,2,0,0,1,1,1,1,0,1,1,1,1,0,0,4,4,2,2,2,2
3,35,35,13,1,3,4141,24.97759468,0,0,1,1,0,1,8,4,4,19,19,31,31,31,31,34,34,0,0,0,0,1,1,1,4,0,2,2,1,1,0,0,3,3,1,1,2,2
3,35,35,13,1,10,4141,196.1719023,0,0,1,1,0,1,8,1,1,7,7,18,18,18,18,34,34,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,0,0,0,0,2,2
3,35,35,13,1,6,4141,48.908543,0,0,2,2,0,2,8,1,1,10,10,55,55,55,55,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,35,35,13,1,4,4141,10.39737195,0,0,2,2,0,5,8,5,5,20,20,11,11,11,11,12,12,6,6,0,0,2,2,3,1,0,2,2,1,1,0,0,3,3,1,1,2,2
3,35,35,13,1,9,4141,124.2129033,0,0,2,2,0,2,8,1,1,16,16,2,2,2,2,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,32,32,17,2,8,4145,117.6182599,0,0,2,2,0,3,8,6,6,13,13,1,1,1,1,12,12,2,2,0,0,2,2,3,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,32,32,17,2,6,4145,47.73331467,0,0,2,2,0,3,8,7,7,17,17,33,33,33,33,12,12,1,1,1,1,3,3,2,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,32,32,17,2,9,4145,121.4983164,0,0,2,2,0,3,8,6,6,10,10,47,47,47,47,12,12,6,6,0,0,8,8,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,32,32,17,2,10,4145,191.4574406,0,0,2,2,0,2,8,2,2,4,4,40,40,40,40,12,12,8,8,0,0,1,1,1,1,0,1,1,98,1,0,0,9,0,99,0,9,2
3,32,32,17,2,5,4145,29.82092654,0,0,1,1,0,1,8,1,1,11,11,30,30,30,30,35,35,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,4,4,1,1,2,2
3,32,32,17,2,7,4145,129.4200655,0,0,2,2,0,5,8,2,2,10,10,5,5,5,5,12,12,7,7,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,83,83,13,1,10,4148,198.6423173,0,0,2,2,0,2,8,1,1,15,15,14,14,14,14,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,83,83,13,1,9,4148,125.7120165,0,0,1,1,0,1,8,1,1,20,20,40,40,40,40,18,18,0,0,1,1,18,18,1,1,2,3,3,1,1,0,1,0,0,0,0,2,2
3,83,83,13,1,6,4148,49.8377364,0,0,2,2,0,2,8,7,7,22,22,49,49,49,49,12,12,6,6,0,0,2,2,2,1,0,3,3,1,1,0,0,1,1,2,2,2,2
3,33,33,11,1,8,1477,119.8399673,0,0,2,2,0,2,8,3,3,17,17,56,56,56,56,12,12,6,6,0,0,2,2,2,1,0,1,1,10,10,0,0,1,1,1,1,2,2
3,33,33,11,1,9,1484,124.0877981,0,0,2,2,0,2,8,4,4,8,8,22,22,22,22,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,33,33,11,1,9,1482,124.0877981,0,0,2,2,0,2,8,4,4,17,17,27,27,27,27,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,2,2
3,33,33,11,1,2,1484,21.49555386,2,2,1,1,0,1,8,4,4,23,23,46,46,46,46,8,8,0,0,0,0,3,3,3,1,0,3,3,1,1,0,0,2,2,2,2,2,2
3,38,38,14,1,6,568,49.182712,0,0,2,2,0,2,8,2,2,21,21,57,57,57,57,12,12,6,6,0,0,2,2,3,1,0,2,2,1,1,0,0,1,1,1,1,2,2
3,38,38,14,1,10,568,196.0916224,0,0,2,2,0,4,8,2,2,14,14,50,50,50,50,12,12,1,1,0,0,1,1,1,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,33,33,11,1,10,1472,195.1147457,0,0,1,1,0,1,4,1,1,11,11,37,37,37,37,42,42,0,0,0,0,3,3,2,3,0,1,1,1,1,0,0,9,0,99,0,1,1
3,82,82,19,2,3,2152,24.06586647,0,0,2,2,0,2,8,2,2,20,20,14,14,14,14,12,12,9,9,0,0,1,1,1,1,0,5,5,1,1,0,0,1,1,1,2,9,2
3,82,82,19,2,7,2152,129.1033462,0,0,2,2,0,4,8,3,3,19,19,7,7,7,7,12,12,7,7,0,0,1,1,1,1,0,5,5,1,1,0,0,0,0,0,0,9,2
3,82,82,19,2,3,2152,24.06586647,0,0,1,1,0,1,7,7,7,19,19,52,52,52,52,33,33,0,0,1,1,19,19,1,4,0,1,1,1,1,0,0,1,1,1,1,2,2
3,82,82,19,2,10,2152,184.9616718,0,0,3,3,0,8,8,7,7,13,13,40,40,40,40,12,12,7,7,0,0,3,3,2,1,0,1,1,5,5,0,0,0,0,0,0,2,2
3,82,82,19,2,6,2152,46.66882496,0,0,3,3,0,4,8,3,3,19,19,15,15,15,15,12,12,1,1,0,0,3,3,2,1,0,5,5,2,2,0,0,1,1,1,1,2,2
3,38,38,14,1,6,573,49.18271201,0,0,2,2,0,2,8,7,7,4,4,11,11,11,11,12,12,7,7,0,0,1,1,1,1,0,2,2,1,1,0,0,2,2,1,1,1,1
3,38,38,14,1,9,573,124.0402734,0,0,2,2,0,3,8,7,7,9,9,0,0,0,0,12,12,1,1,0,0,3,3,2,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,33,33,11,1,6,1472,48.78913948,0,0,2,2,0,2,4,2,2,17,17,24,24,24,24,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,1,1,2,2,2,2
3,38,38,14,1,8,573,120.979197,0,0,2,2,0,4,8,7,7,15,15,15,15,15,15,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,1,1,1,1,9,2
3,38,38,14,1,2,573,21.64051732,1,1,1,1,0,1,8,7,7,22,22,58,58,58,58,8,8,0,0,0,0,1,1,1,1,0,2,2,1,1,0,0,3,3,1,1,9,2
3,38,38,14,1,9,573,124.0402734,0,0,2,2,0,3,8,1,1,9,9,42,42,42,42,12,12,1,1,1,1,3,3,2,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,38,38,14,1,6,573,49.18271201,0,0,2,2,0,3,8,1,1,10,10,5,5,5,5,12,12,2,2,0,0,2,2,3,1,0,1,1,10,10,0,0,2,2,1,1,2,2
3,38,38,14,1,10,573,196.0916225,0,0,2,2,0,2,8,1,1,11,11,58,58,58,58,12,12,1,1,0,0,3,3,2,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,63,63,16,2,9,4135,119.5309825,0,0,2,2,0,2,8,7,7,22,22,50,50,50,50,12,12,7,7,0,0,1,1,1,1,0,3,3,1,1,0,0,0,0,0,0,9,2
3,59,59,10,1,2,4137,21.8057861,1,1,1,1,0,1,8,6,6,14,14,38,38,38,38,9,9,0,0,0,0,3,3,2,1,0,1,1,1,1,0,0,3,3,1,1,2,2
3,59,59,10,1,7,4137,135.5219758,0,0,2,2,0,2,8,6,6,12,12,15,15,15,15,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,2,8,2,2,11,11,30,30,30,30,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,8,4137,121.8602264,0,0,2,2,0,3,7,2,2,20,20,11,11,11,11,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,2,2,2,2,2,2
3,59,59,10,1,10,4137,200.1609996,0,0,3,3,0,3,8,3,3,16,16,31,31,31,31,12,12,7,7,0,0,4,4,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,2,8,4,4,22,22,47,47,47,47,12,12,1,1,0,0,2,2,2,1,0,3,3,1,1,0,0,0,0,0,0,2,2
3,65,65,13,1,5,4138,22.91889903,0,0,1,1,0,1,8,3,3,20,20,46,46,46,46,30,30,0,0,0,0,1,1,1,4,0,3,3,1,1,0,0,3,3,1,1,9,2
3,65,65,13,1,7,4138,131.8094601,0,0,2,2,0,2,8,2,2,15,15,25,25,25,25,12,12,1,1,0,0,1,1,1,1,0,1,1,2,2,0,0,0,0,0,0,9,2
3,65,65,13,1,10,4138,193.1650323,0,0,2,2,0,4,8,2,2,17,17,50,50,50,50,12,12,6,6,0,0,2,2,3,1,0,1,1,10,10,0,0,0,0,0,0,9,2
3,28,28,11,1,2,4139,21.65837674,1,1,1,1,0,1,8,6,6,13,13,13,13,13,13,9,9,0,0,0,0,3,3,2,1,0,1,1,1,1,0,0,1,1,1,1,9,2
3,28,28,11,1,3,4139,25.20654657,0,0,2,2,0,2,8,3,3,13,13,10,10,10,10,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,8,1,1,20,20,56,56,56,56,12,12,98,6,0,0,2,2,3,1,0,3,3,1,1,0,0,0,0,0,0,9,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,8,7,7,16,16,21,21,21,21,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,2,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,8,3,3,12,12,15,15,15,15,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,9,4142,124.544145,0,0,2,2,0,2,8,2,2,13,13,19,19,19,19,12,12,2,2,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,2,4142,21.52474132,1,1,1,1,0,1,8,3,3,7,7,54,54,54,54,15,15,0,0,0,0,3,3,2,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,12,12,12,1,6,4142,49.08168125,0,0,2,2,0,2,8,3,3,6,6,14,14,14,14,12,12,6,6,0,0,2,2,2,1,0,3,3,1,1,0,0,2,2,1,1,2,2
3,12,12,12,1,9,4142,124.544145,0,0,2,2,0,5,8,3,3,6,6,8,8,8,8,12,12,1,1,0,0,3,3,2,1,0,4,4,1,1,0,0,0,0,0,0,2,2
3,75,75,19,2,3,4144,23.80747088,0,0,2,2,0,3,8,3,3,20,20,30,30,30,30,12,12,1,1,0,0,8,8,1,1,0,2,2,1,1,0,0,1,1,2,2,9,2
3,75,75,19,2,3,4144,23.80747088,0,0,1,1,0,1,8,4,4,15,15,7,7,7,7,1,1,0,0,0,0,1,1,1,2,0,1,1,1,1,0,1,1,1,1,1,2,2
3,75,75,19,2,10,4144,186.0467773,0,0,2,2,0,3,8,6,6,23,23,3,3,3,3,12,12,1,1,0,0,2,2,3,1,0,3,3,1,1,0,0,0,0,0,0,2,2
3,78,78,10,1,10,4146,195.8166711,0,0,2,2,0,3,8,6,6,14,14,29,29,29,29,12,12,6,6,0,0,2,2,2,1,0,1,1,2,2,0,0,0,0,0,0,2,2
3,78,78,10,1,9,4146,124.3462461,0,0,2,2,0,2,8,2,2,12,12,29,29,29,29,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,40,40,15,1,3,4147,24.74167588,0,0,2,2,0,2,8,4,4,22,22,30,30,30,30,12,12,6,6,0,0,2,2,3,1,0,3,3,98,2,0,0,2,2,1,1,2,2
3,40,40,15,1,4,4147,9.936058644,0,0,1,1,0,1,8,4,4,1,1,20,20,20,20,59,59,0,0,1,1,5,5,1,4,0,2,2,98,1,0,1,4,4,1,1,9,2
3,40,40,15,1,2,4147,21.16496146,1,1,1,1,0,1,8,5,5,7,7,46,46,46,46,9,9,0,0,0,0,2,2,2,1,0,1,1,98,1,0,0,2,2,2,2,2,2
3,40,40,15,1,10,4147,192.8775501,0,0,2,2,0,4,8,5,5,11,11,38,38,38,38,12,12,7,7,0,0,1,1,1,1,0,1,1,98,2,0,1,0,0,0,0,2,2
3,33,33,11,1,7,1484,131.0228117,0,0,4,4,0,6,8,5,5,9,9,57,57,57,57,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,10,1481,195.1147456,0,0,2,2,0,2,8,5,5,13,13,12,12,12,12,12,12,1,1,1,1,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,10,1482,195.1147457,0,0,2,2,0,3,8,5,5,15,15,19,19,19,19,12,12,1,1,1,1,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,7,1481,131.0228117,0,0,2,2,0,3,8,5,5,15,15,51,51,51,51,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,9,1484,124.0877981,0,0,2,2,0,3,8,5,5,18,18,13,13,13,13,12,12,1,1,0,0,3,3,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,63,63,16,2,8,4135,116.4391516,0,0,1,1,0,2,8,5,5,23,23,35,35,35,35,35,35,0,0,0,0,1,1,1,4,0,2,2,1,1,0,0,1,1,1,1,9,2
3,63,63,16,2,4,4135,24.41044993,0,0,1,1,0,1,8,6,6,21,21,17,17,17,17,42,42,0,0,0,0,1,1,1,4,0,2,2,1,1,0,0,3,3,1,1,9,2
3,63,63,16,2,7,4135,127.1185695,0,0,2,2,0,3,8,2,2,15,15,28,28,28,28,12,12,7,7,1,1,2,2,2,1,0,1,1,10,10,0,0,0,0,0,0,9,2
3,63,63,16,2,10,4135,188.6456701,0,0,3,3,0,6,8,4,4,8,8,29,29,29,29,12,12,1,1,0,0,8,8,1,1,0,1,1,10,10,0,0,0,0,0,0,9,2
3,63,63,16,2,6,4135,47.04559442,0,0,2,2,0,2,8,2,2,7,7,25,25,25,25,12,12,1,1,0,0,3,3,2,1,0,1,1,10,10,0,0,1,1,2,2,9,2
3,63,63,16,2,10,4135,188.6456701,0,0,1,1,0,1,8,2,2,18,18,10,10,10,10,34,34,0,0,0,0,1,1,1,4,0,1,1,2,2,0,0,0,0,0,0,9,2
3,63,63,16,2,9,4135,119.5309825,0,0,2,1,1,1,8,5,5,21,21,6,6,6,6,14,14,0,0,0,0,1,1,1,7,0,3,3,1,1,0,0,0,0,0,0,9,2
3,63,63,16,2,3,4135,24.6976317,0,0,2,2,0,2,8,2,2,14,14,14,14,14,14,1,1,0,0,0,0,1,1,1,1,0,1,1,2,2,0,0,3,3,1,1,9,2
3,65,65,13,1,8,4138,118.9982947,0,0,2,2,0,3,8,7,7,5,5,24,24,24,24,12,12,6,6,0,0,2,2,2,1,0,3,3,1,1,0,0,1,1,1,1,9,2
3,65,65,13,1,6,4138,48.29377476,0,0,2,2,0,2,8,1,1,12,12,41,41,41,41,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,9,2
3,75,75,19,2,8,4144,114.1143954,0,0,1,1,0,1,8,4,4,2,2,10,10,10,10,35,35,0,0,0,0,1,1,1,4,0,2,2,10,10,0,1,1,1,1,1,2,2
3,75,75,19,2,7,4144,125.8124963,0,0,1,1,0,1,8,3,3,21,21,30,30,30,30,24,24,0,0,0,0,1,1,1,3,0,2,2,1,1,0,1,0,0,0,0,2,2
3,33,33,11,1,3,1484,24.52397082,0,0,2,2,0,4,8,5,5,21,21,47,47,47,47,12,12,6,6,0,0,8,8,1,1,0,3,3,1,1,0,0,2,2,1,1,2,2
3,33,33,11,1,10,1484,195.1147457,0,0,1,1,0,1,8,6,6,2,2,32,32,32,32,18,18,0,0,0,0,1,1,1,1,0,3,3,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,8,1484,119.8399673,0,0,2,2,0,2,8,6,6,9,9,2,2,2,2,12,12,6,6,1,1,2,2,2,1,0,1,1,10,10,0,0,1,1,1,1,2,2
3,33,33,11,1,6,1484,48.78913948,0,0,2,2,0,3,8,6,6,12,12,48,48,48,48,12,12,7,7,0,0,1,1,1,1,0,1,1,10,10,0,0,2,2,1,1,2,2
3,38,38,14,1,9,571,124.0402734,0,0,2,2,0,5,8,1,1,22,22,10,10,10,10,12,12,7,7,0,0,3,3,2,1,0,2,2,1,1,0,0,0,0,0,0,1,1
3,38,38,14,1,8,571,120.9791971,0,0,3,3,0,4,8,2,2,8,8,17,17,17,17,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2
3,38,38,14,1,10,578,196.0916225,0,0,2,2,0,2,8,3,3,7,7,50,50,50,50,12,12,6,6,0,0,8,8,1,11,0,1,1,10,10,0,0,0,0,0,0,2,2
3,38,38,14,1,8,578,120.979197,0,0,2,2,0,2,8,3,3,8,8,29,29,29,29,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,1,1,1,1,9,2
3,38,38,14,1,6,578,49.18271201,0,0,2,2,0,3,8,3,3,19,19,10,10,10,10,12,12,7,7,0,0,3,3,2,1,0,1,1,10,10,0,0,1,1,1,1,9,2
3,38,38,14,1,9,573,124.0402734,0,0,2,2,0,2,8,2,2,8,8,12,12,12,12,12,12,7,7,0,0,3,3,2,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,38,38,14,1,8,573,120.979197,0,0,2,2,0,3,8,2,2,14,14,0,0,0,0,12,12,2,2,0,0,3,3,3,1,0,1,1,10,10,0,0,1,1,2,2,2,2
3,38,38,14,1,6,573,49.18271201,0,0,2,2,0,3,8,2,2,16,16,38,38,38,38,12,12,1,1,0,0,1,1,1,1,0,1,1,10,10,0,0,1,1,1,1,2,2
3,38,38,14,1,10,573,196.0916225,0,0,2,2,0,5,8,2,2,15,15,20,20,20,20,12,12,7,7,0,0,2,2,3,1,4,1,1,10,10,0,0,0,0,0,0,2,2
3,63,63,16,2,3,4135,24.6976317,0,0,1,1,0,1,7,1,1,17,17,49,49,49,49,1,1,0,0,0,0,8,8,1,1,0,1,1,1,1,0,0,2,2,1,1,9,2
3,63,63,16,2,10,4135,188.6456701,0,0,2,2,0,3,8,1,1,17,17,0,0,0,0,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,63,63,16,2,5,4135,24.41044993,0,0,2,2,0,2,8,3,3,14,14,20,20,20,20,12,12,6,6,0,0,2,2,3,1,0,1,1,10,10,0,0,3,3,1,1,9,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,2,8,5,5,15,15,45,45,45,45,12,12,1,1,0,0,3,3,98,1,0,1,1,1,1,0,0,0,0,0,0,9,1
